Unnamed: 0,Title,Author,Main Genre,Sub Genre,Type,Price,Rating
177,The Battle Of Rezang La: The true story of how 120 Indian soldiers faced 5000 Chinese troops | Essential Indian Army Books on War | Penguin Non-fiction,Kulpreet Yadav,"Arts, Film & Photography",Theory & Criticism,Paperback,₹283.00,4.8
178,IELTS Academic+ General Test: Grammar Book by Career Launcher,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,₹153.14,4.8
179,Klimt: The Kiss Jigsaw: 1000 Piece Jigsaw,Flame Tree Studio,"Arts, Film & Photography",Theory & Criticism,Puzzle,"₹1,117.00",4.4
180,"One Sting Attached (Hindi)/Ishq Baki/इश्क़ बाक़ी: Bichhad Ke Bhi Na Bichhde, Aise Saath Ke Naam/बिछड़ के भी न बिछड़े, ऐसे साथ के नाम",Pankaj Dubey/पंकज दुबे,"Arts, Film & Photography",Theory & Criticism,Paperback,₹129.00,5.0
181,IELTS Academic+ General Test: Writing Book by Career Launcher,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,₹175.00,4.2
182,Seneca's Letters from a Stoic,Lucius Annaeus Seneca,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,₹77.00,4.5
183,Ways of Seeing: Based on the BBC Television Series,John Berger,"Arts, Film & Photography",Theory & Criticism,Paperback,"₹1,209.00",4.3
184,Your Brain on Art: How the Arts Transform Us,Susan Magsamen,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,₹369.88,4.5
185,Physics Galaxy 2023 : JEE Advanced - Physics - Chapter wise PYQ Analysis by Ashish Arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,₹228.00,4.3
186,Ways of Seeing,John Berger,"Arts, Film & Photography",Theory & Criticism,Mass Market Paperback,₹370.00,4.3
187,"Vincent van Gogh: 1853-1890, Vision and Reality",Ingo F. Walther,"Arts, Film & Photography",Theory & Criticism,Hardcover,"₹1,371.00",4.8
188,WABI SABI: JAPANESE WISDOM FOR A PERFECTLY IMPERFECT LIFE,Beth Kempton,"Arts, Film & Photography",Theory & Criticism,Hardcover,₹474.00,4.4
189,"Ethics, Integrity & Aptitude (For Civil Services Examination) 8ed by access",G. Subba Rao  & P N  Roychowdhury,"Arts, Film & Photography",Theory & Criticism,Paperback,₹486.00,4.3
190,Lunch with the FT,Lionel Barber,"Arts, Film & Photography",Theory & Criticism,Paperback,₹689.00,4.4
191,Mind in Motion: How Action Shapes Thought,Barbara Tversky,"Arts, Film & Photography",Theory & Criticism,Audible Audiobook,"₹1,005.00",4.4
192,Naga Identities: Changing Local Cultures in the Northeast of India,Michael Oppitz,"Arts, Film & Photography",Theory & Criticism,Hardcover,"₹1,537.00",3.8
193,"Art 101: From Vincent van Gogh to Andy Warhol, Key People, Ideas, and Moments in the History of Art (Adams 101 Series)",Eric Grzymkowski,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,₹658.35,4.4
194,LPMC : Create Dangerously (Penguin Modern),Albert Camus,"Arts, Film & Photography",Theory & Criticism,Paperback,₹143.00,4.6
195,My Paintings Thoughts Behind Them,Vasudeo Kamath,"Arts, Film & Photography",Theory & Criticism,Paperback,₹150.00,4.5
196,Staff Nurse - PSC Question Bank by Sreedevi Santhosh Sreenandhanam,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,₹332.00,4.5
197,CULTURE - A New World History,Martin Puchner,"Arts, Film & Photography",Theory & Criticism,Paperback,₹464.34,4.7
198,How to Draw Comics for Beginners: The Ultimate Comic Drawing Guide for Kids and Adults,Cory Carrera,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,₹249.00,3.8
199,PHOTOGRAPHY: A VERY SHORT INTRODUCITON: A Very Short Introduction (Very Short Introductions),Steve Edwards,"Arts, Film & Photography",Theory & Criticism,Paperback,₹339.00,4.3
200,"Tuesdays With Morrie: An old man, a young man, and life's greatest lesson [Paperback] Albom, Mitch",Mitch Albom,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹197.00,4.6
201,Chautha Ank'Autobiography Ravindra Mahajani चौथा अंक माधवी रवींद्र महाजनी,Madhavi Ravindra Mahajani,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Single Issue Magazine,₹163.00,5.0
202,Nenu (Atmakatha in Telugu),Brahmanandam,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹259.00,4.6
203,An Uncommon Love: The Early Life of Sudha and Narayana Murthy,Chitra Banerjee Divakaruni,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,₹519.00,4.5
204,Chautha Ank [Ravindra Mahajani] - Marathi,Madhavi Ravindra Mahajani,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹200.00,4.7
205,Make You Bed,William H. McRaven,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,₹209.00,4.5
206,Wise and Otherwise: A salute to Life [Paperback] Sudha Murty,Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹163.00,4.6
207,AUTOBIOGRAPHY OF A YOGI,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹199.00,4.6
208,The Diary of A Young Girl,Anne Frank,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹119.00,4.5
209,"Kitne Ghazi Aye Kitne Ghazi Gaye: A Memoir: A True Life Account of Bravery And Sacrifice of An Army Soldier Who Served India For More Than 40 Years [Hardcover] Dhillon, Lt Gen KJS 'Tiny'",K.J.S. Dhillon,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,₹318.00,4.7
210,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,₹586.00,4.6
211,"Same as Ever: Timeless Lessons on Risk, Opportunity and Living a Good Life",Morgan Housel,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,₹323.00,4.4
212,Autobiography of A Yogi (Hindi),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹179.00,4.6
213,Zero to Billions - The Zerodha Story: An inspiring story on how a startup disrupted the Indian Stock Market (Indian Unicorns),ABHISHEK B,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,₹49.00,4.3
214,Doglapan : The Hard Truth about Life and Start-Ups,ASHNEER GROVER,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,₹254.00,4.3
215,TWELFTH FAIL,Anurag Pathak,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹137.00,4.7
216,World's Greatest Leaders: Biographies of Inspirational Personalities For Kids,Wonder House Books,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹99.00,4.3
217,Why I Killed Gandhi?,Nathuram Godse,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹159.00,4.1
218,Shoe Dog,Phil Knight,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹321.00,4.6
219,"My Inventions, Autobiography of Nikola Tesla",Nikola Tesla,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹99.00,4.5
220,Autobiography of a Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,"₹1,126.00",4.6
221,"MANY LIVES, MANY MASTERS [Paperback] Weiss, Brian",DR BRIAN WEISS,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹220.00,4.6
222,Borsi Bhar Aanch,Yatish Kumar,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹350.00,0.0
223,"Three Thousand Stitches: Ordinary People, Extraordinary Lives [Paperback] Murty, Sudha",Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹230.00,4.6
224,Chanakya Neeti,Acharya Chanakya,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,₹225.00,4.4
225,"Why I am an Atheist and Other Works | Letters & Jail Diary of Bhagat Singh on Revolution, Religion & Politics",Bhagat Singh,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹96.00,4.6
226,Autobiography Of A Yogi (Complete Edition),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,₹218.00,4.7
227,Autobiography of a Yogi in Hindi | Yogi Kathamrit | Ek Yogi Ki Atmakatha | Paramahansa Yogananda Hindi | Yogi Book,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹99.00,4.6
228,Autobiography of A Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹159.00,4.6
229,Jaun Elia: Ek Ajab Ghazab Shayar - Hindi,Jaun Elia,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹139.00,4.6
230,"Memory: How to Develop, Train and Use It | Original Edition | Premium Paperback",William Walker Atkinson,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹122.00,4.2
231,The Story of My Experiments With Truth,Mahatma Gandhi,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹149.00,4.5
232,"The Story of My Experiments With Truth: Mahatma Gandhi, An Autobiography (Hindi)",Mahatma Gandhi,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹168.00,4.4
233,How Prime Ministers Decide,Neerja Chowdhury,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,₹750.00,4.4
234,One Up on Wall Street: How To Use What You Already Know To Make Money in the Market,Peter Lynch,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,₹251.75,4.5
235,Jag Badalnara Baap Manus (Dr. Babasaheb Ambedkar),Jagdish Ohol,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹350.00,5.0
236,Autobiography of a Yogi (Tamil),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹190.00,4.7
237,"Leaders Eat Last (With a New Chapter): Why Some Teams Pull Together and Others Don't [Paperback] Sinek, Simon",Simon Sinek,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹406.89,4.5
238,Poor Charlie’s Almanack: The Essential Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,₹836.00,4.6
239,You Are Born to Blossom,DR APJ ABDUL KALAM,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹199.00,4.5
240,Adolf Hitler (Hindi),MAHESH DUTT SHARMA,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,₹51.48,4.3
241,"Here, There and Everywhere",Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹162.00,4.6
242,AUTOBIOGRAPHY OF A YOGI (HB),YOGANANDA,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹109.00,4.7
243,Introducing Buddha: A Graphic Guide (Graphic Guides),Borin Van Loon,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,₹249.85,3.9
244,The Unusual Billionaires,Saurabh Mukherjea,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹271.00,4.5
245,Everything I Know About Love : Now a Major BBC One Series,Dolly Alderton,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹406.25,4.4
246,"Common, yet Uncommon",Sudha Murty,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,₹268.00,4.6
247,Apprenticed To A Himalayan Master: A Yog: A Yogi's Autobiography,Sri M,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹334.00,4.7
248,Bravehearts of Bharat : Vignettes from Indian History,Vikram Sampath,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,₹521.00,4.7
249,Balidan : Stories of India's Greatest Para Special Forces Operatives,Swapnil Pandey,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,₹194.00,4.7
250,Man's Search For Meaning: The classic tribute to hope from the Holocaust,Victor E. Frankl,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹206.00,4.5
251,Wise and Otherwise: A salute to Life [Paperback] Sudha Murty,Murty Sudha,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹163.00,4.6
252,The Diary of A Young Girl,Anne Frank,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹119.00,4.5
253,"Kitne Ghazi Aye Kitne Ghazi Gaye: A Memoir: A True Life Account of Bravery And Sacrifice of An Army Soldier Who Served India For More Than 40 Years [Hardcover] Dhillon, Lt Gen KJS 'Tiny'",K.J.S. Dhillon,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,₹318.00,4.7
254,The Thoughtful Investor,Basant Maheshwari,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹440.00,3.9
255,TWELFTH FAIL,Anurag Pathak,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹137.00,4.7
256,Why I Killed Gandhi?,Nathuram Godse,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹159.00,4.1
257,"My Inventions, Autobiography of Nikola Tesla",Nikola Tesla,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹99.00,4.5
258,"Three Thousand Stitches: Ordinary People, Extraordinary Lives [Paperback] Murty, Sudha",Murty Sudha,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹230.00,4.6
259,Autobiography of A Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹159.00,4.6
260,How Prime Ministers Decide,Neerja Chowdhury,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,₹750.00,4.4
261,Lokdeo Nehru : Dinkar Granthmala,Ramdhari Singh Dinkar,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹250.00,4.6
262,Bravehearts of Bharat : Vignettes from Indian History,Vikram Sampath,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,₹521.00,4.7
263,Balidan : Stories of India's Greatest Para Special Forces Operatives,Swapnil Pandey,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹194.00,4.7
264,India’s Most Fearless : True Stories Of Modern Military Heroes | War Stories,Aroor Shiv & Singh Rahul,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹201.00,4.7
265,"Mother I Never Knew, The",Murty Sudha,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹197.00,4.5
266,India Unboxed: 75 Quirky Aspects That Define the Nation,Safir Anand,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹275.00,4.6
267,Maine Gandhi Ko Kyon Mara? (Hindi Translation of Why I Killed Gandhi?),Nathuram Godse,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹180.00,4.6
268,The Happiest Man on Earth,Eddie Jaku,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹389.00,4.7
269,"""कितने गाजी आए कितने गाजी गए"" Kitne Ghazi Aaye, Kitne Ghazi Gaye (Hindi Version) Book In Hindi",Lt Gen. K.J.S. ‘Tiny’ Dhillon,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹360.00,4.4
270,The Night Whispers: An absolutely unputdownable addictive thriller with a shocking twist! (A Slayton Thriller Book 2),Caroline Mitchell,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,₹260.76,4.3
271,Daivathinte Charanmar - You Could Be One,JOSEPH ANNAMKUTTY JOSE,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹223.00,4.6
272,Mossad,Michael Bar-Zohar,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹180.00,4.5
273,Mindset - Hindi,Carol S. Dweck,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹283.00,4.4
274,India's Most Fearless 3,Rahul Singh,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹200.00,4.8
275,Man's Search For Meaning: The classic tribute to hope from the Holocaust,Viktor E Frankl,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,₹154.85,4.5
276,India's Most Fearless 2 : More Military Stories of Unimaginable Courage and Sacrifice | Stories of War,Shiv Aroor; Rahul Singh,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹200.00,4.8
277,THE REAL YOGI,GANA,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,₹499.00,4.6
278,Best Love Letters of All Time Pocket Classic,Various,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹93.00,4.3
279,"Snakes, Drugs and Rock 'n' Roll: My Early Years",Romulus Whitaker,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹499.00,5.0
280,The Day I Stopped Drinking Milk : Life Lessons From Here And There,Sudha Murty,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹194.00,4.4
281,Good Night Stories for Rebel Girls: 100: 100 Tales Of Extraordinary Women,Elena Favilli,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,₹680.00,4.8
282,The Midnight Man: A gripping new crime series (A Slayton Thriller Book 1),Caroline Mitchell,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,₹260.76,4.3
283,AT THE PLEASURE OF HIS MAJESTY: I.M. Lall and the Case That Shook the Crown,Chander M. Lall,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹206.00,4.9
284,"Savarkar: Echoes from a Forgotten Past,",Vikram Sampath,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,₹739.00,4.8
285,Something Happened on the Way to Heaven: 20 Inspiring Real-Life Stories [Paperback] Sudha Murty,Murty Sudha (Ed.),"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹194.00,4.5
286,The Diary of a Young Girl (Hindi),Anne Frank,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹129.00,4.4
287,Savarkar: Ek Bhule-Bisre Ateet Ki Goonj,Vikram Sampath,"Biographies, Diaries & True Accounts",True Accounts,Paperback,₹315.00,4.7
